,open,close,high,low,total_turnover,volume
2009-07-14 10:17:00,4.2554,4.2608,4.2608,4.2554,21009605.0,3879675.0
2009-07-14 10:18:00,4.2608,4.2608,4.2663,4.2554,28290029.0,5221166.0
2009-07-14 10:19:00,4.2608,4.2608,4.2663,4.2608,10675251.0,1970182.0
2009-07-14 10:20:00,4.2608,4.2608,4.2663,4.2608,10404689.0,1920275.0
2009-07-14 10:21:00,4.2608,4.2608,4.2608,4.2554,11484326.0,2121035.0
2009-07-14 10:22:00,4.2608,4.2499,4.2608,4.2499,10252862.0,1895750.0
2009-07-14 10:23:00,4.2554,4.2499,4.2554,4.2445,6028296.0,1115424.0
2009-07-14 10:24:00,4.2499,4.2499,4.2554,4.2499,5636594.0,1042992.0
2009-07-14 10:25:00,4.2499,4.2499,4.2499,4.2445,8122832.0,1503765.0
2009-07-14 10:26:00,4.2499,4.2499,4.2499,4.2445,3357469.0,621648.0
2009-07-14 10:27:00,4.2499,4.2499,4.2499,4.2445,3444831.0,637662.0
2009-07-14 10:28:00,4.2554,4.2499,4.2554,4.2499,11095101.0,2053757.0
2009-07-14 10:29:00,4.2499,4.2499,4.2499,4.2499,3784859.0,700560.0
2009-07-14 10:30:00,4.2499,4.2499,4.2554,4.2499,3648324.0,675023.0
2009-07-14 10:31:00,4.2499,4.2445,4.2499,4.2445,2752382.0,509521.0
2009-07-14 10:32:00,4.2445,4.2499,4.2499,4.2445,17013611.0,3150337.0
2009-07-14 10:33:00,4.2499,4.2499,4.2554,4.2499,4893078.0,904896.0
2009-07-14 10:34:00,4.2499,4.2499,4.2554,4.2445,7523860.0,1392077.0
2009-07-14 10:35:00,4.2499,4.2554,4.2554,4.2445,12651452.0,2341627.0
2009-07-14 10:36:00,4.2554,4.2554,4.2554,4.2499,2463915.0,455616.0
2009-07-14 10:37:00,4.2499,4.2554,4.2554,4.2499,2514287.0,464940.0
2009-07-14 10:38:00,4.2554,4.2608,4.2608,4.2554,5106752.0,943632.0
2009-07-14 10:39:00,4.2554,4.2554,4.2608,4.2499,3968185.0,732960.0
2009-07-14 10:40:00,4.2499,4.2554,4.2554,4.2499,7296258.0,1349856.0
2009-07-14 10:41:00,4.2554,4.2554,4.2554,4.2499,1509937.0,279289.0
2009-07-14 10:42:00,4.2499,4.2499,4.2554,4.2499,3571821.0,660485.0
2009-07-14 10:43:00,4.2554,4.2499,4.2554,4.2499,3297289.0,609696.0
2009-07-14 10:44:00,4.2554,4.2499,4.2554,4.2499,7242411.0,1339864.0
2009-07-14 10:45:00,4.2499,4.2499,4.2554,4.2499,5022295.0,929455.0
2009-07-14 10:46:00,4.2499,4.2499,4.2554,4.2499,9237502.0,1711282.0
2009-07-14 10:47:00,4.2499,4.2445,4.2499,4.2445,2016013.0,373162.0
2009-07-14 10:48:00,4.2499,4.2499,4.2499,4.2445,1267960.0,234864.0
2009-07-14 10:49:00,4.2499,4.2445,4.2499,4.2445,3747319.0,693907.0
2009-07-14 10:50:00,4.2445,4.2445,4.2499,4.2445,3306033.0,612544.0
2009-07-14 10:51:00,4.2445,4.2445,4.2499,4.2445,4137555.0,766604.0
2009-07-14 10:52:00,4.2499,4.2445,4.2499,4.2445,3475409.0,643968.0
2009-07-14 10:53:00,4.2499,4.2445,4.2499,4.239,2916921.0,540613.0
2009-07-14 10:54:00,4.2499,4.2445,4.2499,4.2445,2174153.0,402961.0
2009-07-14 10:55:00,4.239,4.239,4.2445,4.239,14839318.0,2753490.0
2009-07-14 10:56:00,4.239,4.2335,4.239,4.2335,1651827.0,306734.0
2009-07-14 10:57:00,4.239,4.2335,4.239,4.2335,2735247.0,508078.0
2009-07-14 10:58:00,4.239,4.2335,4.239,4.2335,4373117.0,812030.0
2009-07-14 10:59:00,4.239,4.239,4.239,4.239,2249649.0,417447.0
2009-07-14 11:00:00,4.239,4.239,4.2445,4.239,2275636.0,422073.0
2009-07-14 11:01:00,4.2445,4.239,4.2445,4.239,1770833.0,328464.0
2009-07-14 11:02:00,4.2445,4.2445,4.2445,4.239,1311608.0,243327.0
2009-07-14 11:03:00,4.239,4.239,4.2445,4.239,1724839.0,320001.0
2009-07-14 11:04:00,4.239,4.239,4.239,4.239,1139297.0,211414.0
2009-07-14 11:05:00,4.2445,4.2445,4.2445,4.239,1884476.0,349485.0
2009-07-14 11:06:00,4.239,4.239,4.2445,4.239,2069654.0,383904.0
2009-07-14 11:07:00,4.2445,4.239,4.2445,4.239,2982938.0,553032.0
2009-07-14 11:08:00,4.239,4.2445,4.2445,4.239,1397394.0,259200.0
2009-07-14 11:09:00,4.2445,4.2445,4.2445,4.239,1288635.0,238896.0
2009-07-14 11:10:00,4.239,4.239,4.2445,4.239,1975996.0,366336.0
2009-07-14 11:11:00,4.2445,4.2445,4.2445,4.239,3269791.0,606050.0
2009-07-14 11:12:00,4.2445,4.239,4.2499,4.239,11352892.0,2106262.0
2009-07-14 11:13:00,4.239,4.239,4.239,4.2335,2397543.0,444960.0
2009-07-14 11:14:00,4.239,4.2335,4.239,4.2335,5376320.0,998640.0
2009-07-14 11:15:00,4.239,4.239,4.239,4.2335,3656325.0,678900.0
2009-07-14 11:16:00,4.239,4.2335,4.239,4.2335,1003055.0,186293.0
2009-07-14 11:17:00,4.239,4.239,4.239,4.2335,11630432.0,2160720.0
2009-07-14 11:18:00,4.2335,4.239,4.239,4.2335,1915820.0,355704.0
2009-07-14 11:19:00,4.2335,4.2281,4.239,4.2281,5322785.0,988996.0
2009-07-14 11:20:00,4.2281,4.2281,4.2335,4.2281,2612302.0,485654.0
2009-07-14 11:21:00,4.2335,4.2335,4.2335,4.2281,1333849.0,247982.0
2009-07-14 11:22:00,4.2335,4.2335,4.2335,4.2281,3263197.0,606470.0
2009-07-14 11:23:00,4.2335,4.2281,4.2335,4.2281,3362040.0,624830.0
2009-07-14 11:24:00,4.2335,4.2335,4.2335,4.2281,3134263.0,582480.0
2009-07-14 11:25:00,4.2335,4.2335,4.2335,4.2281,3964765.0,736848.0
2009-07-14 11:26:00,4.2281,4.2281,4.2335,4.2281,3073774.0,571277.0
2009-07-14 11:27:00,4.2335,4.2335,4.2335,4.2335,5179682.0,962303.0
2009-07-14 11:28:00,4.2335,4.2335,4.239,4.2335,2000405.0,371521.0
2009-07-14 11:29:00,4.2335,4.239,4.239,4.2335,2215423.0,411399.0
2009-07-14 11:30:00,4.239,4.239,4.239,4.2335,6206356.0,1152714.0
2009-07-14 13:01:00,4.239,4.239,4.239,4.2335,16881283.0,3133204.0
2009-07-14 13:02:00,4.239,4.2445,4.2445,4.2335,9168867.0,1700660.0
2009-07-14 13:03:00,4.2445,4.2499,4.2499,4.2445,2146031.0,397426.0
2009-07-14 13:04:00,4.2499,4.2445,4.2499,4.2445,10029965.0,1858661.0
2009-07-14 13:05:00,4.2445,4.2499,4.2499,4.2445,9936396.0,1841040.0
2009-07-14 13:06:00,4.2499,4.2554,4.2554,4.2445,21034614.0,3887849.0
2009-07-14 13:07:00,4.2554,4.2554,4.2554,4.2499,5261618.0,973512.0
2009-07-14 13:08:00,4.2554,4.2499,4.2554,4.2499,5494569.0,1016662.0
2009-07-14 13:09:00,4.2499,4.2499,4.2499,4.2445,2513990.0,465466.0
2009-07-14 13:10:00,4.2445,4.2499,4.2499,4.2445,5507324.0,1019664.0
2009-07-14 13:11:00,4.2499,4.2499,4.2499,4.2445,3113774.0,576390.0
2009-07-14 13:12:00,4.2445,4.2445,4.2499,4.2445,2938794.0,544327.0
2009-07-14 13:13:00,4.2499,4.2499,4.2499,4.2445,3656904.0,677088.0
2009-07-14 13:14:00,4.2499,4.2499,4.2499,4.2445,12240040.0,2267424.0
2009-07-14 13:15:00,4.2445,4.2499,4.2499,4.2445,2706314.0,500976.0
2009-07-14 13:16:00,4.2499,4.2554,4.2554,4.2499,18306910.0,3384634.0
2009-07-14 13:17:00,4.2554,4.2554,4.2554,4.2499,4203603.0,777142.0
2009-07-14 13:18:00,4.2554,4.2554,4.2554,4.2554,10318912.0,1905636.0
2009-07-14 13:19:00,4.2554,4.2554,4.2554,4.2499,18033021.0,3331816.0
2009-07-14 13:20:00,4.2554,4.2554,4.2608,4.2554,3075960.0,568066.0
2009-07-14 13:21:00,4.2608,4.2608,4.2608,4.2554,2877699.0,531579.0
2009-07-14 13:22:00,4.2608,4.2554,4.2608,4.2499,4049958.0,748512.0
2009-07-14 13:23:00,4.2554,4.2554,4.2608,4.2499,2856124.0,527904.0
2009-07-14 13:24:00,4.2554,4.2554,4.2554,4.2499,5037786.0,931392.0
2009-07-14 13:25:00,4.2499,4.2554,4.2554,4.2499,2247273.0,415584.0
2009-07-14 13:26:00,4.2499,4.2499,4.2554,4.2499,2442208.0,451886.0
2009-07-14 13:27:00,4.2554,4.2499,4.2554,4.2499,1334399.0,246902.0
2009-07-14 13:28:00,4.2554,4.2499,4.2554,4.2499,2283226.0,422467.0
2009-07-14 13:29:00,4.2499,4.2499,4.2554,4.2499,1915866.0,354512.0
2009-07-14 13:30:00,4.2499,4.2554,4.2554,4.2499,3118341.0,577008.0
2009-07-14 13:31:00,4.2499,4.2499,4.2554,4.2499,1992157.0,368654.0
2009-07-14 13:32:00,4.2554,4.2499,4.2554,4.2499,2694242.0,498600.0
2009-07-14 13:33:00,4.2499,4.2499,4.2499,4.2499,3753045.0,694570.0
2009-07-14 13:34:00,4.2499,4.2445,4.2499,4.2445,2996198.0,555035.0
2009-07-14 13:35:00,4.2445,4.2445,4.2499,4.2445,6895198.0,1276855.0
2009-07-14 13:36:00,4.2499,4.2499,4.2499,4.2445,5370708.0,994301.0
2009-07-14 13:37:00,4.2445,4.2499,4.2499,4.2445,4914887.0,909920.0
2009-07-14 13:38:00,4.2499,4.2445,4.2499,4.2445,8159010.0,1510402.0
2009-07-14 13:39:00,4.2445,4.2445,4.2554,4.2445,6248783.0,1156615.0
2009-07-14 13:40:00,4.2499,4.2499,4.2499,4.2445,5396270.0,998928.0
2009-07-14 13:41:00,4.2499,4.2499,4.2499,4.2445,6107073.0,1130505.0
2009-07-14 13:42:00,4.2499,4.2554,4.2554,4.2499,4500807.0,832291.0
2009-07-14 13:43:00,4.2499,4.2554,4.2554,4.2499,5428897.0,1003939.0
2009-07-14 13:44:00,4.2554,4.2499,4.2554,4.2499,1894847.0,350508.0
2009-07-14 13:45:00,4.2499,4.2663,4.2663,4.2499,25614700.0,4730376.0
2009-07-14 13:46:00,4.2663,4.2608,4.2663,4.2608,11340552.0,2092277.0
2009-07-14 13:47:00,4.2663,4.2608,4.2663,4.2608,16822233.0,3105384.0
2009-07-14 13:48:00,4.2608,4.2554,4.2608,4.2554,19063549.0,3519677.0
2009-07-14 13:49:00,4.2554,4.2608,4.2608,4.2554,3681832.0,679867.0
2009-07-14 13:50:00,4.2608,4.2608,4.2608,4.2554,7783103.0,1436943.0
2009-07-14 13:51:00,4.2608,4.2608,4.2663,4.2608,2458235.0,453698.0
2009-07-14 13:52:00,4.2663,4.2663,4.2663,4.2608,6936734.0,1279629.0
2009-07-14 13:53:00,4.2663,4.2608,4.2663,4.2608,4347253.0,801932.0
2009-07-14 13:54:00,4.2608,4.2663,4.2663,4.2608,2811612.0,518501.0
2009-07-14 13:55:00,4.2608,4.2663,4.2663,4.2608,5334618.0,983880.0
2009-07-14 13:56:00,4.2663,4.2663,4.2663,4.2608,2756082.0,508432.0
2009-07-14 13:57:00,4.2663,4.2663,4.2663,4.2608,15186255.0,2800426.0
2009-07-14 13:58:00,4.2663,4.2663,4.2718,4.2608,7752153.0,1429109.0
2009-07-14 13:59:00,4.2718,4.2772,4.2772,4.2663,19825403.0,3650270.0
2009-07-14 14:00:00,4.2772,4.2772,4.2772,4.2772,11496649.0,2114654.0
2009-07-14 14:01:00,4.2772,4.2772,4.2827,4.2772,5762304.0,1059250.0
2009-07-14 14:02:00,4.2827,4.2772,4.2827,4.2772,7774042.0,1428696.0
2009-07-14 14:03:00,4.2827,4.2772,4.2827,4.2772,7526196.0,1384186.0
2009-07-14 14:04:00,4.2772,4.2718,4.2772,4.2718,4990808.0,918589.0
2009-07-14 14:05:00,4.2772,4.2718,4.2772,4.2663,3757320.0,692025.0
2009-07-14 14:06:00,4.2718,4.2718,4.2718,4.2663,4086795.0,753120.0
2009-07-14 14:07:00,4.2663,4.2663,4.2718,4.2663,3341453.0,615947.0
2009-07-14 14:08:00,4.2663,4.2663,4.2882,4.2663,49531382.0,9099389.0
2009-07-14 14:09:00,4.2663,4.2718,4.2718,4.2663,2937911.0,541169.0
2009-07-14 14:10:00,4.2718,4.2718,4.2772,4.2718,1605681.0,295632.0
2009-07-14 14:11:00,4.2608,4.2663,4.2718,4.2608,18918279.0,3490848.0
2009-07-14 14:12:00,4.2608,4.2663,4.2718,4.2608,2875626.0,530222.0
2009-07-14 14:13:00,4.2663,4.2663,4.2718,4.2608,1337257.0,246571.0
2009-07-14 14:14:00,4.2718,4.2718,4.2718,4.2663,1852657.0,341493.0
2009-07-14 14:15:00,4.2718,4.2663,4.2718,4.2663,2102238.0,387547.0
2009-07-14 14:16:00,4.2663,4.2608,4.2663,4.2608,5490233.0,1013288.0
2009-07-14 14:17:00,4.2608,4.2608,4.2663,4.2608,1718979.0,317233.0
2009-07-14 14:18:00,4.2663,4.2718,4.2718,4.2608,5995769.0,1105242.0
2009-07-14 14:19:00,4.2663,4.2718,4.2718,4.2663,5420339.0,998381.0
2009-07-14 14:20:00,4.2663,4.2663,4.2718,4.2663,2706947.0,498686.0
2009-07-14 14:21:00,4.2663,4.2718,4.2718,4.2663,2097784.0,386525.0
2009-07-14 14:22:00,4.2663,4.2718,4.2718,4.2663,3994923.0,735751.0
2009-07-14 14:23:00,4.2718,4.2663,4.2718,4.2663,1069649.0,196992.0
2009-07-14 14:24:00,4.2718,4.2608,4.2718,4.2608,13930300.0,2570964.0
2009-07-14 14:25:00,4.2608,4.2608,4.2608,4.2608,3015671.0,556848.0
2009-07-14 14:26:00,4.2608,4.2608,4.2608,4.2554,3282007.0,606082.0
2009-07-14 14:27:00,4.2608,4.2608,4.2608,4.2554,1925529.0,355560.0
2009-07-14 14:28:00,4.2608,4.2608,4.2608,4.2554,4359746.0,805262.0
2009-07-14 14:29:00,4.2608,4.2554,4.2608,4.2554,4352499.0,804168.0
2009-07-14 14:30:00,4.2608,4.2663,4.2663,4.2554,9695347.0,1789875.0
2009-07-14 14:31:00,4.2608,4.2663,4.2663,4.2608,6077840.0,1120709.0
2009-07-14 14:32:00,4.2663,4.2663,4.2663,4.2608,1469962.0,271067.0
2009-07-14 14:33:00,4.2663,4.2718,4.2718,4.2663,7716950.0,1421294.0
2009-07-14 14:34:00,4.2663,4.2772,4.2772,4.2663,3941156.0,725770.0
2009-07-14 14:35:00,4.2718,4.2718,4.2772,4.2718,5013522.0,923174.0
2009-07-14 14:36:00,4.2718,4.2772,4.2772,4.2663,7613122.0,1401456.0
2009-07-14 14:37:00,4.2772,4.2718,4.2772,4.2718,5160623.0,949451.0
2009-07-14 14:38:00,4.2718,4.2772,4.2772,4.2718,7782200.0,1431433.0
2009-07-14 14:39:00,4.2772,4.2772,4.2772,4.2718,4338357.0,798140.0
2009-07-14 14:40:00,4.2772,4.2772,4.2827,4.2772,3575387.0,657360.0
2009-07-14 14:41:00,4.2772,4.2772,4.2772,4.2772,4716687.0,866845.0
2009-07-14 14:42:00,4.2772,4.2772,4.2772,4.2772,7793969.0,1432159.0
2009-07-14 14:43:00,4.2772,4.2772,4.2772,4.2772,4864494.0,894599.0
2009-07-14 14:44:00,4.2718,4.2718,4.2772,4.2718,3684737.0,678053.0
2009-07-14 14:45:00,4.2718,4.2718,4.2772,4.2718,3638237.0,669564.0
2009-07-14 14:46:00,4.2772,4.2718,4.2772,4.2718,3270586.0,602088.0
2009-07-14 14:47:00,4.2718,4.2718,4.2772,4.2718,3318799.0,610819.0
2009-07-14 14:48:00,4.2718,4.2718,4.2772,4.2718,3491180.0,642568.0
2009-07-14 14:49:00,4.2718,4.2772,4.2772,4.2718,6917192.0,1272951.0
2009-07-14 14:50:00,4.2718,4.2772,4.2772,4.2718,4936056.0,908107.0
2009-07-14 14:51:00,4.2718,4.2772,4.2772,4.2718,3443065.0,633319.0
2009-07-14 14:52:00,4.2718,4.2772,4.2772,4.2718,6685292.0,1229803.0
2009-07-14 14:53:00,4.2772,4.2772,4.2772,4.2718,4862676.0,894600.0
2009-07-14 14:54:00,4.2772,4.2772,4.2772,4.2772,4071699.0,748737.0
2009-07-14 14:55:00,4.2827,4.2827,4.2827,4.2772,6911100.0,1270152.0
2009-07-14 14:56:00,4.2827,4.2827,4.2827,4.2772,17504755.0,3215504.0
2009-07-14 14:57:00,4.2827,4.2827,4.2882,4.2827,9153792.0,1680862.0
2009-07-14 14:58:00,4.2827,4.2827,4.2882,4.2827,11876282.0,2180061.0
2009-07-14 14:59:00,4.2882,4.2882,4.2882,4.2827,11612061.0,2131582.0
2009-07-14 15:00:00,4.2827,4.2882,4.2882,4.2827,14842458.0,2723933.0
2009-07-15 09:31:00,4.3045,4.31,4.3155,4.3045,12543633.0,2290006.0
2009-07-15 09:32:00,4.31,4.3045,4.31,4.3045,7137251.0,1303514.0
2009-07-15 09:33:00,4.3045,4.2991,4.3045,4.2936,4799558.0,877680.0
2009-07-15 09:34:00,4.2991,4.2936,4.2991,4.2882,5872121.0,1075094.0
2009-07-15 09:35:00,4.2936,4.2936,4.2936,4.2882,5950106.0,1090008.0
2009-07-15 09:36:00,4.2936,4.2936,4.2991,4.2936,8836638.0,1618920.0
2009-07-15 09:37:00,4.2991,4.2991,4.3045,4.2936,6107662.0,1117200.0
2009-07-15 09:38:00,4.3045,4.3045,4.31,4.2991,6176647.0,1129097.0
2009-07-15 09:39:00,4.3045,4.3045,4.31,4.2936,7023672.0,1284055.0
2009-07-15 09:40:00,4.2991,4.3155,4.3155,4.2991,22649044.0,4132637.0
2009-07-15 09:41:00,4.3209,4.31,4.3209,4.31,5545036.0,1010385.0
2009-07-15 09:42:00,4.3155,4.3209,4.3209,4.3155,12834825.0,2338305.0
2009-07-15 09:43:00,4.3209,4.3209,4.3264,4.3155,5678187.0,1034436.0
2009-07-15 09:44:00,4.3155,4.3209,4.3209,4.31,10254176.0,1868064.0
2009-07-15 09:45:00,4.3155,4.3209,4.3209,4.3155,6034552.0,1099428.0
2009-07-15 09:46:00,4.3209,4.3155,4.3209,4.31,4467634.0,814337.0
2009-07-15 09:47:00,4.3155,4.3155,4.3209,4.3155,7938033.0,1446768.0
2009-07-15 09:48:00,4.3155,4.3209,4.3209,4.31,12288932.0,2238353.0
2009-07-15 09:49:00,4.3209,4.3209,4.3264,4.3155,5922647.0,1078720.0
2009-07-15 09:50:00,4.3155,4.3155,4.3209,4.3155,11092665.0,2019288.0
2009-07-15 09:51:00,4.3209,4.3155,4.3209,4.3155,6067676.0,1105248.0
2009-07-15 09:52:00,4.3155,4.31,4.3209,4.31,6720631.0,1224524.0
2009-07-15 09:53:00,4.3155,4.31,4.3155,4.3045,7174277.0,1309440.0
2009-07-15 09:54:00,4.31,4.2991,4.31,4.2991,9085199.0,1660392.0
2009-07-15 09:55:00,4.2991,4.2882,4.2991,4.2882,14818233.0,2713978.0
2009-07-15 09:56:00,4.2882,4.2991,4.2991,4.2882,2905899.0,532459.0
2009-07-15 09:57:00,4.2936,4.2991,4.2991,4.2936,5503430.0,1007595.0
2009-07-15 09:58:00,4.2991,4.2936,4.3045,4.2936,4411947.0,807699.0
2009-07-15 09:59:00,4.2991,4.2936,4.2991,4.2936,4268772.0,781760.0
2009-07-15 10:00:00,4.2936,4.2991,4.2991,4.2936,7216480.0,1320900.0
2009-07-15 10:01:00,4.2991,4.2936,4.2991,4.2936,7009628.0,1283600.0
2009-07-15 10:02:00,4.2936,4.2936,4.2991,4.2936,3813605.0,698404.0
2009-07-15 10:03:00,4.2936,4.2882,4.2936,4.2827,21413275.0,3927119.0
2009-07-15 10:04:00,4.2882,4.2827,4.2882,4.2772,10449227.0,1918512.0
2009-07-15 10:05:00,4.2827,4.2772,4.2827,4.2772,3227747.0,593011.0
2009-07-15 10:06:00,4.2827,4.2827,4.2827,4.2772,4671036.0,858053.0
2009-07-15 10:07:00,4.2827,4.2882,4.2882,4.2827,3599533.0,660806.0
2009-07-15 10:08:00,4.2882,4.2882,4.2882,4.2827,8364856.0,1534696.0
2009-07-15 10:09:00,4.2827,4.2882,4.2882,4.2827,7664650.0,1405128.0
2009-07-15 10:10:00,4.2936,4.2936,4.2936,4.2882,4191734.0,768534.0
2009-07-15 10:11:00,4.2882,4.2936,4.2936,4.2882,12283565.0,2248305.0
2009-07-15 10:12:00,4.2936,4.2991,4.3045,4.2936,9100126.0,1663422.0
2009-07-15 10:13:00,4.2991,4.2936,4.2991,4.2936,5562721.0,1018650.0
2009-07-15 10:14:00,4.2936,4.2882,4.2936,4.2882,10052843.0,1843089.0
2009-07-15 10:15:00,4.2882,4.2882,4.2882,4.2827,4469955.0,820080.0
2009-07-15 10:16:00,4.2827,4.2882,4.2882,4.2827,20917081.0,3836976.0
2009-07-15 10:17:00,4.2882,4.2882,4.2936,4.2882,10419237.0,1910357.0
2009-07-15 10:18:00,4.2882,4.2827,4.2882,4.2827,14997174.0,2753136.0
2009-07-15 10:19:00,4.2827,4.2772,4.2827,4.2718,19080638.0,3509035.0
2009-07-15 10:20:00,4.2718,4.2772,4.2772,4.2718,5258955.0,967787.0
2009-07-15 10:21:00,4.2718,4.2718,4.2772,4.2718,3586668.0,659786.0
2009-07-15 10:22:00,4.2718,4.2772,4.2772,4.2718,10946175.0,2015015.0
2009-07-15 10:23:00,4.2718,4.2718,4.2718,4.2663,13198750.0,2432441.0
2009-07-15 10:24:00,4.2718,4.2772,4.2772,4.2663,9976940.0,1837152.0
2009-07-15 10:25:00,4.2718,4.2663,4.2718,4.2663,6985757.0,1286400.0
2009-07-15 10:26:00,4.2718,4.2718,4.2718,4.2718,8047649.0,1482096.0
2009-07-15 10:27:00,4.2718,4.2772,4.2772,4.2718,12365139.0,2276032.0
2009-07-15 10:28:00,4.2772,4.2772,4.2772,4.2718,10840119.0,1995600.0
2009-07-15 10:29:00,4.2772,4.2718,4.2772,4.2718,10757719.0,1979745.0
2009-07-15 10:30:00,4.2718,4.2772,4.2772,4.2718,8328430.0,1533201.0
2009-07-15 10:31:00,4.2772,4.2772,4.2772,4.2718,6877373.0,1265649.0
2009-07-15 10:32:00,4.2772,4.2718,4.2772,4.2718,21144477.0,3892493.0
2009-07-15 10:33:00,4.2718,4.2718,4.2718,4.2608,34227082.0,6309220.0
2009-07-15 10:34:00,4.2663,4.2608,4.2718,4.2554,35589709.0,6569613.0
2009-07-15 10:35:00,4.2554,4.2554,4.2608,4.2499,23344273.0,4312210.0
2009-07-15 10:36:00,4.2608,4.2663,4.2718,4.2554,31549453.0,5831479.0
2009-07-15 10:37:00,4.2718,4.2663,4.2718,4.2663,16787592.0,3091392.0
2009-07-15 10:38:00,4.2663,4.2663,4.2718,4.2663,4341318.0,799953.0
2009-07-15 10:39:00,4.2718,4.2718,4.2718,4.2663,9560192.0,1761268.0
2009-07-15 10:40:00,4.2718,4.2608,4.2718,4.2608,10765582.0,1985435.0
2009-07-15 10:41:00,4.2608,4.2608,4.2663,4.2608,11410520.0,2106379.0
2009-07-15 10:42:00,4.2608,4.2608,4.2663,4.2608,8701856.0,1606257.0
2009-07-15 10:43:00,4.2608,4.2608,4.2608,4.2608,6530792.0,1205601.0
2009-07-15 10:44:00,4.2608,4.2608,4.2608,4.2554,3745091.0,691432.0
2009-07-15 10:45:00,4.2608,4.2554,4.2608,4.2554,10081480.0,1863249.0
2009-07-15 10:46:00,4.2608,4.2608,4.2608,4.2554,3747169.0,692137.0
2009-07-15 10:47:00,4.2608,4.2608,4.2608,4.2554,3362352.0,621006.0
2009-07-15 10:48:00,4.2554,4.2608,4.2608,4.2554,9124229.0,1684862.0
2009-07-15 10:49:00,4.2608,4.2608,4.2608,4.2608,2076497.0,383268.0
2009-07-15 10:50:00,4.2663,4.2608,4.2663,4.2608,5556702.0,1025558.0
2009-07-15 10:51:00,4.2608,4.2608,4.2663,4.2608,4194738.0,774027.0
2009-07-15 10:52:00,4.2608,4.2663,4.2663,4.2608,3960353.0,730588.0
2009-07-15 10:53:00,4.2663,4.2663,4.2663,4.2608,2429160.0,448233.0
2009-07-15 10:54:00,4.2608,4.2663,4.2663,4.2608,16645923.0,3073249.0
2009-07-15 10:55:00,4.2608,4.2663,4.2663,4.2554,7682292.0,1417863.0
2009-07-15 10:56:00,4.2663,4.2663,4.2663,4.2608,5248726.0,968492.0
2009-07-15 10:57:00,4.2608,4.2608,4.2663,4.2608,1988705.0,366941.0
2009-07-15 10:58:00,4.2663,4.2608,4.2663,4.2608,1776042.0,327734.0
2009-07-15 10:59:00,4.2663,4.2663,4.2663,4.2608,2553996.0,471181.0
2009-07-15 11:00:00,4.2608,4.2663,4.2663,4.2608,2501553.0,461467.0
2009-07-15 11:01:00,4.2663,4.2663,4.2663,4.2608,2053654.0,378998.0
2009-07-15 11:02:00,4.2608,4.2663,4.2663,4.2608,1987596.0,366772.0
2009-07-15 11:03:00,4.2608,4.2663,4.2663,4.2608,2138214.0,394521.0
2009-07-15 11:04:00,4.2608,4.2608,4.2663,4.2608,3984086.0,734980.0
2009-07-15 11:05:00,4.2663,4.2663,4.2663,4.2608,1545058.0,285139.0
2009-07-15 11:06:00,4.2663,4.2663,4.2663,4.2608,3066232.0,565924.0
2009-07-15 11:07:00,4.2663,4.2663,4.2663,4.2608,2697734.0,497876.0
2009-07-15 11:08:00,4.2608,4.2608,4.2663,4.2608,6658552.0,1228929.0
2009-07-15 11:09:00,4.2663,4.2608,4.2663,4.2608,4474835.0,825902.0
2009-07-15 11:10:00,4.2663,4.2608,4.2663,4.2608,3430539.0,633211.0
2009-07-15 11:11:00,4.2608,4.2663,4.2663,4.2608,4041686.0,745442.0
2009-07-15 11:12:00,4.2663,4.2663,4.2663,4.2608,1951828.0,360065.0
2009-07-15 11:13:00,4.2608,4.2608,4.2663,4.2608,2265548.0,418134.0
2009-07-15 11:14:00,4.2663,4.2608,4.2663,4.2608,12329041.0,2276058.0
2009-07-15 11:15:00,4.2608,4.2554,4.2608,4.2554,3500834.0,646737.0
2009-07-15 11:16:00,4.2554,4.2608,4.2608,4.2554,3467456.0,640853.0
2009-07-15 11:17:00,4.2554,4.2554,4.2608,4.2554,10423281.0,1926461.0
2009-07-15 11:18:00,4.2554,4.2499,4.2554,4.2445,23316228.0,4317224.0
2009-07-15 11:19:00,4.2499,4.239,4.2499,4.239,3379156.0,626544.0
2009-07-15 11:20:00,4.2445,4.239,4.2445,4.239,16843574.0,3124158.0
2009-07-15 11:21:00,4.2445,4.239,4.2445,4.239,14763327.0,2738323.0
2009-07-15 11:22:00,4.2445,4.2445,4.2445,4.239,7646438.0,1417416.0
2009-07-15 11:23:00,4.2445,4.2499,4.2499,4.2445,6302512.0,1166908.0
2009-07-15 11:24:00,4.2445,4.2499,4.2499,4.2445,8582293.0,1588900.0
2009-07-15 11:25:00,4.2499,4.2554,4.2554,4.2445,12393104.0,2293320.0
2009-07-15 11:26:00,4.2499,4.2499,4.2554,4.2499,9267590.0,1716744.0
2009-07-15 11:27:00,4.2499,4.2335,4.2554,4.2335,35900196.0,6663688.0
2009-07-15 11:28:00,4.2335,4.239,4.239,4.2281,3739495.0,694804.0
2009-07-15 11:29:00,4.239,4.2499,4.2499,4.239,1972505.0,365469.0
2009-07-15 11:30:00,4.2445,4.2499,4.2499,4.2445,5211880.0,965229.0
2009-07-15 13:01:00,4.2499,4.2499,4.2499,4.2499,11512625.0,2132247.0
2009-07-15 13:02:00,4.2554,4.2499,4.2554,4.2499,4169256.0,771077.0
