,open,close,high,low,total_turnover,volume
2009-03-12 13:33:00,2.5194,2.5248,2.5248,2.5194,2560366.0,789453.0
2009-03-12 13:34:00,2.5248,2.5194,2.5248,2.5194,1698825.0,523584.0
2009-03-12 13:35:00,2.5248,2.5194,2.5248,2.5194,1013807.0,312552.0
2009-03-12 13:36:00,2.5248,2.5194,2.5248,2.5194,1638544.0,504288.0
2009-03-12 13:37:00,2.5194,2.5248,2.5248,2.5194,1462847.0,450432.0
2009-03-12 13:38:00,2.5194,2.5248,2.5301,2.5194,1521581.0,468314.0
2009-03-12 13:39:00,2.5248,2.5248,2.5301,2.5248,352777.0,108418.0
2009-03-12 13:40:00,2.5301,2.5248,2.5301,2.5248,983149.0,302256.0
2009-03-12 13:41:00,2.5248,2.5248,2.5301,2.5248,2779871.0,854659.0
2009-03-12 13:42:00,2.5301,2.5301,2.5301,2.5248,675686.0,207792.0
2009-03-12 13:43:00,2.5301,2.5301,2.5301,2.5248,2179256.0,670104.0
2009-03-12 13:44:00,2.5248,2.5194,2.5301,2.5194,6034028.0,1859973.0
2009-03-12 13:45:00,2.5194,2.5194,2.5248,2.5194,1133401.0,349488.0
2009-03-12 13:46:00,2.5194,2.5248,2.5248,2.5194,866469.0,267293.0
2009-03-12 13:47:00,2.5194,2.5194,2.5248,2.5194,395644.0,121925.0
2009-03-12 13:48:00,2.5194,2.5248,2.5248,2.5194,780744.0,240336.0
2009-03-12 13:49:00,2.5194,2.5194,2.5248,2.5194,612569.0,188640.0
2009-03-12 13:50:00,2.5248,2.5248,2.5248,2.5194,706253.0,217382.0
2009-03-12 13:51:00,2.5248,2.5194,2.5248,2.5194,3471869.0,1070280.0
2009-03-12 13:52:00,2.5194,2.5301,2.5301,2.5194,681660.0,209794.0
2009-03-12 13:53:00,2.5248,2.5248,2.5248,2.5194,684429.0,210672.0
2009-03-12 13:54:00,2.5248,2.5248,2.5301,2.5248,2304327.0,708854.0
2009-03-12 13:55:00,2.5301,2.5355,2.5355,2.5248,3395891.0,1042718.0
2009-03-12 13:56:00,2.5301,2.5355,2.5355,2.5301,4072575.0,1247872.0
2009-03-12 13:57:00,2.5409,2.5409,2.5463,2.5355,2173926.0,664478.0
2009-03-12 13:58:00,2.5463,2.5463,2.5517,2.5409,3088691.0,942749.0
2009-03-12 13:59:00,2.5463,2.5409,2.5463,2.5409,6964661.0,2128291.0
2009-03-12 14:00:00,2.5409,2.5355,2.5409,2.5355,2077624.0,636336.0
2009-03-12 14:01:00,2.5355,2.5355,2.5355,2.5301,668305.0,204768.0
2009-03-12 14:02:00,2.5355,2.5355,2.5355,2.5301,412525.0,126423.0
2009-03-12 14:03:00,2.5355,2.5301,2.5355,2.5301,1907212.0,584708.0
2009-03-12 14:04:00,2.5355,2.5355,2.5409,2.5301,1476877.0,452448.0
2009-03-12 14:05:00,2.5355,2.5355,2.5355,2.5355,494898.0,151632.0
2009-03-12 14:06:00,2.5409,2.5355,2.5409,2.5301,1965085.0,602785.0
2009-03-12 14:07:00,2.5355,2.5409,2.5409,2.5301,1137426.0,348480.0
2009-03-12 14:08:00,2.5355,2.5301,2.5355,2.5301,2029799.0,622800.0
2009-03-12 14:09:00,2.5301,2.5248,2.5301,2.5248,2286105.0,703152.0
2009-03-12 14:10:00,2.5248,2.5248,2.5248,2.5194,1149343.0,353952.0
2009-03-12 14:11:00,2.5248,2.5248,2.5248,2.5194,5367597.0,1654704.0
2009-03-12 14:12:00,2.5248,2.5248,2.5248,2.5194,1111133.0,342144.0
2009-03-12 14:13:00,2.5248,2.5194,2.5248,2.5194,3953893.0,1218413.0
2009-03-12 14:14:00,2.5248,2.5248,2.5248,2.5194,2412518.0,743702.0
2009-03-12 14:15:00,2.5194,2.5248,2.5248,2.5194,768304.0,236808.0
2009-03-12 14:16:00,2.5248,2.5248,2.5248,2.5194,375114.0,115488.0
2009-03-12 14:17:00,2.5248,2.5194,2.5248,2.5194,882642.0,272016.0
2009-03-12 14:18:00,2.5194,2.514,2.5248,2.514,2263325.0,697939.0
2009-03-12 14:19:00,2.5194,2.514,2.5194,2.514,3321999.0,1025424.0
2009-03-12 14:20:00,2.5194,2.5194,2.5194,2.514,6086508.0,1880300.0
2009-03-12 14:21:00,2.5194,2.514,2.5194,2.514,902121.0,278352.0
2009-03-12 14:22:00,2.5194,2.5194,2.5194,2.514,1333195.0,411264.0
2009-03-12 14:23:00,2.5194,2.5194,2.5194,2.514,3537313.0,1090757.0
2009-03-12 14:24:00,2.5194,2.5301,2.5301,2.5194,1078309.0,331932.0
2009-03-12 14:25:00,2.5301,2.5301,2.5301,2.5248,1792089.0,550498.0
2009-03-12 14:26:00,2.5301,2.5301,2.5301,2.5194,2178233.0,669283.0
2009-03-12 14:27:00,2.5248,2.5301,2.5355,2.5248,668307.0,205200.0
2009-03-12 14:28:00,2.5355,2.5355,2.5355,2.5301,568550.0,174384.0
2009-03-12 14:29:00,2.5355,2.5355,2.5355,2.5355,660775.0,202464.0
2009-03-12 14:30:00,2.5355,2.5355,2.5355,2.5301,1120578.0,343469.0
2009-03-12 14:31:00,2.5355,2.5355,2.5355,2.5301,1373111.0,420768.0
2009-03-12 14:32:00,2.5355,2.5355,2.5355,2.5355,1338336.0,410083.0
2009-03-12 14:33:00,2.5409,2.5463,2.5463,2.5355,2382841.0,729590.0
2009-03-12 14:34:00,2.5355,2.5409,2.5463,2.5355,2056388.0,629568.0
2009-03-12 14:35:00,2.5409,2.5355,2.5409,2.5355,1697314.0,519350.0
2009-03-12 14:36:00,2.5409,2.5355,2.5409,2.5355,1050453.0,321696.0
2009-03-12 14:37:00,2.5355,2.5355,2.5355,2.5301,2451814.0,752472.0
2009-03-12 14:38:00,2.5355,2.5301,2.5355,2.5301,5895131.0,1811088.0
2009-03-12 14:39:00,2.5301,2.5355,2.5355,2.5248,1681211.0,515520.0
2009-03-12 14:40:00,2.5301,2.5409,2.5409,2.5301,1326289.0,405942.0
2009-03-12 14:41:00,2.5355,2.5463,2.5463,2.5355,2126744.0,650298.0
2009-03-12 14:42:00,2.5463,2.5517,2.5517,2.5463,2906597.0,886327.0
2009-03-12 14:43:00,2.5517,2.5571,2.5571,2.5517,10456637.0,3182376.0
2009-03-12 14:44:00,2.5571,2.5571,2.5625,2.5571,7096114.0,2154639.0
2009-03-12 14:45:00,2.5571,2.5517,2.5625,2.5517,2692502.0,817488.0
2009-03-12 14:46:00,2.5571,2.5571,2.5625,2.5463,3843155.0,1170194.0
2009-03-12 14:47:00,2.5517,2.5463,2.5571,2.5463,2092427.0,638064.0
2009-03-12 14:48:00,2.5463,2.5355,2.5463,2.5355,5131783.0,1570925.0
2009-03-12 14:49:00,2.5355,2.5355,2.5409,2.5355,3905377.0,1197001.0
2009-03-12 14:50:00,2.5301,2.5355,2.5355,2.5248,7170615.0,2202587.0
2009-03-12 14:51:00,2.5355,2.5248,2.5355,2.5248,9835526.0,3025145.0
2009-03-12 14:52:00,2.5355,2.5355,2.5355,2.5248,10179074.0,3131071.0
2009-03-12 14:53:00,2.5409,2.5301,2.5409,2.5248,2481605.0,761537.0
2009-03-12 14:54:00,2.5301,2.5301,2.5355,2.5248,8591321.0,2637691.0
2009-03-12 14:55:00,2.5301,2.5301,2.5355,2.5301,1607596.0,492970.0
2009-03-12 14:56:00,2.5355,2.5355,2.5355,2.5301,8142161.0,2497825.0
2009-03-12 14:57:00,2.5355,2.5355,2.5355,2.5301,2463524.0,755582.0
2009-03-12 14:58:00,2.5355,2.5301,2.5355,2.5301,5228144.0,1604088.0
2009-03-12 14:59:00,2.5301,2.5301,2.5355,2.5301,6534303.0,2005848.0
2009-03-12 15:00:00,2.5301,2.5355,2.5463,2.5301,4167109.0,1276769.0
2009-03-13 09:31:00,2.5571,2.5625,2.5679,2.5571,12610557.0,3826139.0
2009-03-13 09:32:00,2.5625,2.5571,2.5625,2.5571,5214567.0,1582357.0
2009-03-13 09:33:00,2.5517,2.5517,2.5571,2.5463,2106250.0,641088.0
2009-03-13 09:34:00,2.5463,2.5463,2.5517,2.5463,1668579.0,508807.0
2009-03-13 09:35:00,2.5463,2.5517,2.5517,2.5463,1851053.0,563890.0
2009-03-13 09:36:00,2.5409,2.5409,2.5409,2.5355,9637071.0,2946816.0
2009-03-13 09:37:00,2.5409,2.5517,2.5517,2.5409,1965319.0,598738.0
2009-03-13 09:38:00,2.5463,2.5517,2.5571,2.5463,1234838.0,375615.0
2009-03-13 09:39:00,2.5571,2.5625,2.5625,2.5571,3541468.0,1075206.0
2009-03-13 09:40:00,2.5571,2.5625,2.5625,2.5571,2154579.0,653472.0
2009-03-13 09:41:00,2.5571,2.5571,2.5625,2.5571,2889733.0,877722.0
2009-03-13 09:42:00,2.5571,2.5571,2.5571,2.5517,1431135.0,434880.0
2009-03-13 09:43:00,2.5517,2.5517,2.5571,2.5517,1514659.0,461085.0
2009-03-13 09:44:00,2.5517,2.5409,2.5517,2.5409,7384216.0,2257344.0
2009-03-13 09:45:00,2.5409,2.5409,2.5409,2.5355,3036048.0,928642.0
2009-03-13 09:46:00,2.5409,2.5463,2.5463,2.5409,1554415.0,474520.0
2009-03-13 09:47:00,2.5463,2.5409,2.5463,2.5409,2400298.0,732816.0
2009-03-13 09:48:00,2.5463,2.5355,2.5463,2.5355,5327193.0,1630054.0
2009-03-13 09:49:00,2.5355,2.5355,2.5355,2.5301,3162336.0,969235.0
2009-03-13 09:50:00,2.5301,2.5301,2.5355,2.5301,2089099.0,640368.0
2009-03-13 09:51:00,2.5301,2.5355,2.5355,2.5301,4375275.0,1340928.0
2009-03-13 09:52:00,2.5355,2.5409,2.5409,2.5355,1251873.0,383276.0
2009-03-13 09:53:00,2.5409,2.5409,2.5409,2.5355,664999.0,203501.0
2009-03-13 09:54:00,2.5409,2.5355,2.5409,2.5355,4106200.0,1257120.0
2009-03-13 09:55:00,2.5409,2.5355,2.5409,2.5355,2026170.0,620208.0
2009-03-13 09:56:00,2.5409,2.5409,2.5409,2.5355,693007.0,212185.0
2009-03-13 09:57:00,2.5409,2.5409,2.5517,2.5355,8450280.0,2580172.0
2009-03-13 09:58:00,2.5409,2.5409,2.5409,2.5355,5488432.0,1677614.0
2009-03-13 09:59:00,2.5409,2.5463,2.5463,2.5355,5404376.0,1654906.0
2009-03-13 10:00:00,2.5463,2.5463,2.5463,2.5463,1028929.0,313862.0
2009-03-13 10:01:00,2.5517,2.5463,2.5517,2.5409,1341314.0,409507.0
2009-03-13 10:02:00,2.5463,2.5409,2.5463,2.5355,1404317.0,428962.0
2009-03-13 10:03:00,2.5463,2.5355,2.5463,2.5355,4342714.0,1329696.0
2009-03-13 10:04:00,2.5355,2.5355,2.5355,2.5301,2180047.0,668016.0
2009-03-13 10:05:00,2.5355,2.5355,2.5409,2.5355,3270085.0,1001808.0
2009-03-13 10:06:00,2.5355,2.5355,2.5355,2.5301,6122215.0,1876103.0
2009-03-13 10:07:00,2.5301,2.5301,2.5409,2.5301,3102391.0,950112.0
2009-03-13 10:08:00,2.5355,2.5409,2.5409,2.5355,5172877.0,1584223.0
2009-03-13 10:09:00,2.5409,2.5463,2.5517,2.5409,9485846.0,2896131.0
2009-03-13 10:10:00,2.5463,2.5571,2.5571,2.5463,4562592.0,1387426.0
2009-03-13 10:11:00,2.5571,2.5463,2.5571,2.5463,8560813.0,2607134.0
2009-03-13 10:12:00,2.5463,2.5571,2.5571,2.5463,3802649.0,1157947.0
2009-03-13 10:13:00,2.5571,2.5517,2.5571,2.5517,3707065.0,1128600.0
2009-03-13 10:14:00,2.5517,2.5571,2.5571,2.5463,2095447.0,637812.0
2009-03-13 10:15:00,2.5517,2.5517,2.5571,2.5517,2939552.0,894780.0
2009-03-13 10:16:00,2.5517,2.5463,2.5517,2.5463,655710.0,199800.0
2009-03-13 10:17:00,2.5517,2.5355,2.5517,2.5355,14650542.0,4476702.0
2009-03-13 10:18:00,2.5355,2.5409,2.5463,2.5355,1352197.0,413568.0
2009-03-13 10:19:00,2.5463,2.5463,2.5463,2.5409,1528149.0,466373.0
2009-03-13 10:20:00,2.5463,2.5409,2.5463,2.5355,4871939.0,1487275.0
2009-03-13 10:21:00,2.5409,2.5355,2.5409,2.5355,4573936.0,1401120.0
2009-03-13 10:22:00,2.5355,2.5355,2.5355,2.5301,2163232.0,663715.0
2009-03-13 10:23:00,2.5301,2.5248,2.5355,2.5248,7773037.0,2389440.0
2009-03-13 10:24:00,2.5301,2.5301,2.5355,2.5248,6447671.0,1981872.0
2009-03-13 10:25:00,2.5355,2.5355,2.5355,2.5355,1441120.0,442080.0
2009-03-13 10:26:00,2.5301,2.5301,2.5355,2.5301,8649451.0,2657520.0
2009-03-13 10:27:00,2.5355,2.5355,2.5355,2.5301,5304000.0,1628495.0
2009-03-13 10:28:00,2.5355,2.5301,2.5355,2.5301,286776.0,87984.0
2009-03-13 10:29:00,2.5301,2.5301,2.5355,2.5301,1359154.0,417031.0
2009-03-13 10:30:00,2.5355,2.5301,2.5355,2.5301,2782438.0,853978.0
2009-03-13 10:31:00,2.5301,2.5355,2.5355,2.5301,2637749.0,808416.0
2009-03-13 10:32:00,2.5355,2.5355,2.5355,2.5355,5412744.0,1658542.0
2009-03-13 10:33:00,2.5355,2.5463,2.5463,2.5355,945479.0,289138.0
2009-03-13 10:34:00,2.5409,2.5409,2.5517,2.5409,5840897.0,1783771.0
2009-03-13 10:35:00,2.5463,2.5463,2.5463,2.5463,1187786.0,362448.0
2009-03-13 10:36:00,2.5463,2.5409,2.5463,2.5409,2269303.0,692568.0
2009-03-13 10:37:00,2.5463,2.5463,2.5463,2.5409,1381144.0,421661.0
2009-03-13 10:38:00,2.5463,2.5463,2.5463,2.5409,3867329.0,1180080.0
2009-03-13 10:39:00,2.5463,2.5571,2.5571,2.5463,12830650.0,3903479.0
2009-03-13 10:40:00,2.5571,2.5625,2.5625,2.5571,5307517.0,1612100.0
2009-03-13 10:41:00,2.5571,2.5625,2.5625,2.5571,6289300.0,1908173.0
2009-03-13 10:42:00,2.5625,2.5625,2.5625,2.5571,6002712.0,1820184.0
2009-03-13 10:43:00,2.5571,2.5625,2.5625,2.5571,4857222.0,1473250.0
2009-03-13 10:44:00,2.5625,2.5571,2.5625,2.5517,3035564.0,921685.0
2009-03-13 10:45:00,2.5571,2.5571,2.5571,2.5571,1803405.0,547776.0
2009-03-13 10:46:00,2.5571,2.5571,2.5625,2.5517,1034704.0,314410.0
2009-03-13 10:47:00,2.5571,2.5571,2.5571,2.5517,2921556.0,888422.0
2009-03-13 10:48:00,2.5571,2.5517,2.5571,2.5517,1421451.0,431951.0
2009-03-13 10:49:00,2.5571,2.5625,2.5625,2.5517,7575358.0,2297997.0
2009-03-13 10:50:00,2.5571,2.5679,2.5679,2.5571,4307474.0,1306195.0
2009-03-13 10:51:00,2.5625,2.5679,2.5679,2.5625,3414772.0,1034352.0
2009-03-13 10:52:00,2.5679,2.5625,2.5679,2.5571,5618809.0,1704240.0
2009-03-13 10:53:00,2.5571,2.5571,2.5625,2.5517,2357119.0,716472.0
2009-03-13 10:54:00,2.5571,2.5571,2.5625,2.5571,922913.0,280339.0
2009-03-13 10:55:00,2.5625,2.5625,2.5679,2.5571,4305949.0,1305213.0
2009-03-13 10:56:00,2.5625,2.5625,2.5679,2.5625,1659435.0,502704.0
2009-03-13 10:57:00,2.5679,2.5571,2.5679,2.5571,1740216.0,527731.0
2009-03-13 10:58:00,2.5625,2.5517,2.5625,2.5517,1249627.0,379773.0
2009-03-13 10:59:00,2.5571,2.5571,2.5571,2.5517,584018.0,177696.0
2009-03-13 11:00:00,2.5517,2.5517,2.5517,2.5517,1289464.0,392544.0
2009-03-13 11:01:00,2.5517,2.5409,2.5517,2.5409,5413180.0,1652825.0
2009-03-13 11:02:00,2.5517,2.5463,2.5517,2.5463,928923.0,282816.0
2009-03-13 11:03:00,2.5517,2.5517,2.5517,2.5463,914480.0,278827.0
2009-03-13 11:04:00,2.5409,2.5463,2.5517,2.5355,3174454.0,970128.0
2009-03-13 11:05:00,2.5463,2.5517,2.5571,2.5355,11050330.0,3376858.0
2009-03-13 11:06:00,2.5517,2.5409,2.5517,2.5355,3092119.0,946166.0
2009-03-13 11:07:00,2.5409,2.5355,2.5409,2.5355,3399533.0,1041265.0
2009-03-13 11:08:00,2.5355,2.5355,2.5409,2.5355,708781.0,217037.0
2009-03-13 11:09:00,2.5355,2.5355,2.5409,2.5355,1197415.0,366667.0
2009-03-13 11:10:00,2.5355,2.5355,2.5409,2.5355,1020320.0,312307.0
2009-03-13 11:11:00,2.5355,2.5409,2.5409,2.5355,1349529.0,412880.0
2009-03-13 11:12:00,2.5355,2.5355,2.5409,2.5355,284622.0,87120.0
2009-03-13 11:13:00,2.5355,2.5409,2.5409,2.5355,1639241.0,502154.0
2009-03-13 11:14:00,2.5409,2.5355,2.5409,2.5355,754179.0,230832.0
2009-03-13 11:15:00,2.5355,2.5409,2.5409,2.5355,1271624.0,389520.0
2009-03-13 11:16:00,2.5355,2.5301,2.5355,2.5248,9282400.0,2849544.0
2009-03-13 11:17:00,2.5301,2.514,2.5301,2.514,13103072.0,4035858.0
2009-03-13 11:18:00,2.5194,2.5248,2.5248,2.5194,7021192.0,2163816.0
2009-03-13 11:19:00,2.5194,2.5248,2.5248,2.5194,3329893.0,1026144.0
2009-03-13 11:20:00,2.5194,2.5248,2.5248,2.5194,1522353.0,468439.0
2009-03-13 11:21:00,2.5248,2.5248,2.5301,2.5248,549282.0,168912.0
2009-03-13 11:22:00,2.5301,2.5301,2.5301,2.5248,750120.0,230515.0
2009-03-13 11:23:00,2.5301,2.5301,2.5301,2.5248,2885102.0,887913.0
2009-03-13 11:24:00,2.5248,2.5301,2.5301,2.5248,2116811.0,650736.0
2009-03-13 11:25:00,2.5301,2.5301,2.5301,2.5248,685408.0,210672.0
2009-03-13 11:26:00,2.5301,2.5248,2.5301,2.5248,3454780.0,1062576.0
2009-03-13 11:27:00,2.5301,2.5301,2.5301,2.5248,1843557.0,566208.0
2009-03-13 11:28:00,2.5301,2.5355,2.5355,2.5248,1469091.0,451122.0
2009-03-13 11:29:00,2.5301,2.5355,2.5355,2.5301,837082.0,256752.0
2009-03-13 11:30:00,2.5301,2.5463,2.5463,2.5301,2578104.0,788648.0
2009-03-13 13:01:00,2.5463,2.5517,2.5517,2.5463,4264204.0,1301376.0
2009-03-13 13:02:00,2.5517,2.5463,2.5517,2.5463,1098805.0,335081.0
2009-03-13 13:03:00,2.5409,2.5463,2.5517,2.5409,1528309.0,465552.0
2009-03-13 13:04:00,2.5463,2.5463,2.5517,2.5409,1764731.0,538171.0
2009-03-13 13:05:00,2.5463,2.5463,2.5463,2.5409,1608287.0,491040.0
2009-03-13 13:06:00,2.5463,2.5409,2.5463,2.5409,3811085.0,1164528.0
2009-03-13 13:07:00,2.5409,2.5409,2.5463,2.5409,3580802.0,1094832.0
2009-03-13 13:08:00,2.5463,2.5409,2.5463,2.5409,3959100.0,1208304.0
2009-03-13 13:09:00,2.5409,2.5409,2.5463,2.5409,2811382.0,859234.0
2009-03-13 13:10:00,2.5463,2.5355,2.5463,2.5355,3657338.0,1118174.0
2009-03-13 13:11:00,2.5409,2.5355,2.5409,2.5355,1475580.0,451728.0
2009-03-13 13:12:00,2.5355,2.5355,2.5409,2.5355,347579.0,106416.0
2009-03-13 13:13:00,2.5409,2.5355,2.5409,2.5355,110990.0,33984.0
2009-03-13 13:14:00,2.5409,2.5409,2.5409,2.5355,2332912.0,714672.0
2009-03-13 13:15:00,2.5355,2.5355,2.5409,2.5355,2141883.0,656208.0
2009-03-13 13:16:00,2.5355,2.5355,2.5355,2.5355,410260.0,125712.0
2009-03-13 13:17:00,2.5301,2.5301,2.5355,2.5301,773592.0,237456.0
2009-03-13 13:18:00,2.5355,2.5355,2.5355,2.5301,686392.0,210557.0
2009-03-13 13:19:00,2.5301,2.5301,2.5355,2.5301,3537217.0,1085472.0
2009-03-13 13:20:00,2.5301,2.5355,2.5355,2.5301,145045.0,44496.0
2009-03-13 13:21:00,2.5301,2.5355,2.5355,2.5301,2085064.0,640080.0
2009-03-13 13:22:00,2.5355,2.5355,2.5355,2.5301,358152.0,109858.0
2009-03-13 13:23:00,2.5355,2.5301,2.5355,2.5301,1242836.0,381472.0
2009-03-13 13:24:00,2.5301,2.5301,2.5355,2.5301,779042.0,239184.0
2009-03-13 13:25:00,2.5301,2.5301,2.5301,2.5248,5573685.0,1714550.0
2009-03-13 13:26:00,2.5248,2.5194,2.5301,2.5194,7498493.0,2310192.0
2009-03-13 13:27:00,2.5248,2.5194,2.5248,2.5194,1559419.0,480815.0
2009-03-13 13:28:00,2.5194,2.514,2.5194,2.514,1648746.0,508464.0
2009-03-13 13:29:00,2.5194,2.5194,2.5194,2.514,2202317.0,679248.0
2009-03-13 13:30:00,2.5194,2.5194,2.5194,2.514,2705131.0,835344.0
2009-03-13 13:31:00,2.5194,2.5194,2.5194,2.5194,2268489.0,699624.0
2009-03-13 13:32:00,2.5194,2.5301,2.5301,2.5194,1537721.0,473227.0
2009-03-13 13:33:00,2.5301,2.5248,2.5301,2.5248,3125195.0,961589.0
2009-03-13 13:34:00,2.5194,2.5248,2.5248,2.5194,1645903.0,506592.0
2009-03-13 13:35:00,2.5248,2.5194,2.5248,2.5194,1948439.0,600376.0
2009-03-13 13:36:00,2.5248,2.5248,2.5248,2.5194,1767165.0,544752.0
2009-03-13 13:37:00,2.5248,2.5194,2.5248,2.5194,4162048.0,1283459.0
2009-03-13 13:38:00,2.5194,2.5248,2.5248,2.5194,2695466.0,830290.0
2009-03-13 13:39:00,2.5248,2.5301,2.5301,2.5248,2738916.0,842856.0
2009-03-13 13:40:00,2.5301,2.5355,2.5355,2.5301,1493382.0,458496.0
2009-03-13 13:41:00,2.5355,2.5301,2.5355,2.5301,3575526.0,1097424.0
2009-03-13 13:42:00,2.5301,2.5301,2.5301,2.5248,856358.0,263225.0
2009-03-13 13:43:00,2.5301,2.5301,2.5301,2.5301,1043689.0,320832.0
2009-03-13 13:44:00,2.5301,2.5248,2.5301,2.5248,3386748.0,1041408.0
2009-03-13 13:45:00,2.5248,2.5248,2.5301,2.5248,1166575.0,358690.0
2009-03-13 13:46:00,2.5301,2.5248,2.5301,2.5248,2483279.0,764050.0
2009-03-13 13:47:00,2.5248,2.5248,2.5301,2.5248,333480.0,102528.0
2009-03-13 13:48:00,2.5301,2.5248,2.5301,2.5248,1840550.0,566263.0
2009-03-13 13:49:00,2.5248,2.5194,2.5248,2.5194,2316270.0,713114.0
2009-03-13 13:50:00,2.5248,2.5248,2.5301,2.5194,1359541.0,418320.0
2009-03-13 13:51:00,2.5194,2.5194,2.5248,2.5194,6325457.0,1950425.0
2009-03-13 13:52:00,2.5194,2.5194,2.5194,2.514,4424332.0,1366992.0
2009-03-13 13:53:00,2.5194,2.5194,2.5194,2.514,1612048.0,497758.0
2009-03-13 13:54:00,2.5194,2.5194,2.5194,2.5194,1067360.0,329400.0
2009-03-13 13:55:00,2.5194,2.5194,2.5194,2.5194,1271699.0,392256.0
2009-03-13 13:56:00,2.5194,2.5194,2.5194,2.5194,2990669.0,922218.0
2009-03-13 13:57:00,2.5248,2.5248,2.5248,2.5194,692185.0,213120.0
2009-03-13 13:58:00,2.5194,2.5194,2.5194,2.514,2465085.0,760149.0
2009-03-13 13:59:00,2.5194,2.5194,2.5248,2.5194,1534458.0,473184.0
2009-03-13 14:00:00,2.5194,2.5194,2.5194,2.514,3129511.0,965547.0
2009-03-13 14:01:00,2.5194,2.5194,2.5194,2.514,1681748.0,519264.0
2009-03-13 14:02:00,2.514,2.5194,2.5194,2.514,317963.0,98107.0
2009-03-13 14:03:00,2.5194,2.5194,2.5194,2.514,863208.0,266400.0
2009-03-13 14:04:00,2.5194,2.514,2.5194,2.514,2492473.0,769968.0
2009-03-13 14:05:00,2.5194,2.5194,2.5194,2.514,4738507.0,1464019.0
2009-03-13 14:06:00,2.514,2.514,2.514,2.5086,2188680.0,676479.0
2009-03-13 14:07:00,2.514,2.5086,2.514,2.5086,2013607.0,623117.0
2009-03-13 14:08:00,2.5086,2.514,2.514,2.5086,4131225.0,1279138.0
2009-03-13 14:09:00,2.5086,2.5086,2.514,2.5086,1790952.0,554371.0
2009-03-13 14:10:00,2.5086,2.514,2.514,2.5086,1475672.0,456480.0
2009-03-13 14:11:00,2.514,2.514,2.514,2.5086,2436853.0,753489.0
2009-03-13 14:12:00,2.514,2.514,2.514,2.514,5636387.0,1742502.0
2009-03-13 14:13:00,2.5086,2.5194,2.5194,2.5086,989400.0,305620.0
2009-03-13 14:14:00,2.5194,2.514,2.5194,2.514,1291096.0,398462.0
2009-03-13 14:15:00,2.5194,2.514,2.5194,2.514,2697040.0,832890.0
2009-03-13 14:16:00,2.5194,2.5194,2.5194,2.514,991728.0,306000.0
2009-03-13 14:17:00,2.514,2.5194,2.5194,2.514,1237037.0,381600.0
2009-03-13 14:18:00,2.514,2.5194,2.5194,2.514,1174307.0,362635.0
2009-03-13 14:19:00,2.5194,2.5194,2.5194,2.514,1078762.0,333072.0
2009-03-13 14:20:00,2.5194,2.5194,2.5194,2.514,3030250.0,934684.0
2009-03-13 14:21:00,2.5194,2.5194,2.5248,2.5194,2015166.0,620371.0
2009-03-13 14:22:00,2.5194,2.5248,2.5248,2.5194,1571206.0,483840.0
2009-03-13 14:23:00,2.5248,2.5248,2.5301,2.5248,2163132.0,666242.0
2009-03-13 14:24:00,2.5301,2.5301,2.5301,2.5248,1399300.0,429840.0
2009-03-13 14:25:00,2.5248,2.5301,2.5301,2.5248,1199171.0,368352.0
2009-03-13 14:26:00,2.5301,2.5248,2.5301,2.5248,728028.0,223632.0
2009-03-13 14:27:00,2.5301,2.5301,2.5301,2.5248,1090612.0,335520.0
2009-03-13 14:28:00,2.5301,2.5248,2.5301,2.5248,965589.0,297017.0
2009-03-13 14:29:00,2.5194,2.5248,2.5301,2.5194,695135.0,213840.0
2009-03-13 14:30:00,2.5248,2.5301,2.5301,2.5248,192359.0,59184.0
2009-03-13 14:31:00,2.5248,2.5194,2.5301,2.5194,781565.0,240358.0
2009-03-13 14:32:00,2.5194,2.5194,2.5194,2.514,9074133.0,2801081.0
2009-03-13 14:33:00,2.5194,2.5086,2.5194,2.5086,2212994.0,684720.0
2009-03-13 14:34:00,2.514,2.514,2.514,2.5086,548598.0,169632.0
2009-03-13 14:35:00,2.514,2.5194,2.5194,2.5086,1064439.0,329139.0
2009-03-13 14:36:00,2.5194,2.514,2.5194,2.5086,2546539.0,786096.0
2009-03-13 14:37:00,2.514,2.514,2.514,2.5086,1188007.0,367214.0
2009-03-13 14:38:00,2.514,2.514,2.5194,2.514,937411.0,289440.0
2009-03-13 14:39:00,2.514,2.514,2.5194,2.514,3813027.0,1178150.0
2009-03-13 14:40:00,2.5194,2.514,2.5194,2.514,893777.0,275865.0
2009-03-13 14:41:00,2.5194,2.5194,2.5194,2.514,889111.0,274320.0
2009-03-13 14:42:00,2.514,2.5194,2.5248,2.514,2121331.0,653839.0
2009-03-13 14:43:00,2.5248,2.514,2.5248,2.514,1391693.0,428918.0
2009-03-13 14:44:00,2.514,2.5194,2.5248,2.514,1493513.0,460080.0
2009-03-13 14:45:00,2.5248,2.5248,2.5248,2.5194,299492.0,92232.0
2009-03-13 14:46:00,2.5194,2.5248,2.5248,2.5194,1707936.0,526474.0
2009-03-13 14:47:00,2.5194,2.5248,2.5248,2.5194,828118.0,255312.0
2009-03-13 14:48:00,2.5194,2.5194,2.5248,2.514,500743.0,154426.0
2009-03-13 14:49:00,2.514,2.5194,2.5194,2.514,1795853.0,554717.0
2009-03-13 14:50:00,2.5194,2.5194,2.5194,2.514,1103215.0,340478.0
2009-03-13 14:51:00,2.5194,2.5194,2.5194,2.514,940067.0,290160.0
